2019 Authorized Budget,,,,,March ,,,,April,,,,May,,,,June,,,,July,,,,August,,,,September,,,,October,,,,November,,,,December,,,,January,,,,February,,,,March,,,,April,,,,May ,,,,Jun-18,,,,Jul-18,,,,Aug-18,,,,Sep-18,,,,Oct-18,,,,Nov-18,,,,Dec-18,,,,Jan-19,,,,Feb-19,,,
Position #,Position Description,FTE Percent,Location,2019 Budgeted Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary
3819,TRANS OPERATOR, 	1.00 ,METRO TRAN," 	61,203 ",2758,TRANS OPERATOR, 	1.00 ," 	58,817 ",2758,TRANS OPERATOR,1.00," 	59,362 ",2758,TRANS OPERATOR,1.00," 	59,362 ",2758,TRANS OPERATOR,1," 	59,362 ",2758,TRANS OPERATOR,1," 	59,362 ",2758,TRANS OPERATOR,1," 	59,362 ",2758,TRANS OPERATOR,1," 	59,362 ",2758,TRANS OPERATOR,1," 	59,362 ",2758,TRANS OPERATOR,1," 	59,362 ",2758,TRANS OPERATOR,1," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	60,549 ",2758,TRANS OPERATOR,1," 	60,549 ",2758,TRANS OPERATOR,1," 	60,549 ",2758,TRANS OPERATOR,1," 	60,549 ",2758,TRANS OPERATOR, 	1.00 ," 	61,760 ",2758,TRANS OPERATOR-41, 	1.00 ," 	61,760 ",2758,TRANS OPERATOR-41, 	1.00 ," 	61,760 "
3820,TRANS OPERATOR, 	1.00 ,METRO TRAN," 	59,109 ",3103,TRANS OPERATOR, 	1.00 ," 	57,728 ",3103,TRANS OPERATOR,1.00," 	57,728 ",3103,TRANS OPERATOR,1.00," 	57,728 ",3103,TRANS OPERATOR,1," 	57,728 ",3103,TRANS OPERATOR,1," 	57,728 ",3103,TRANS OPERATOR,1," 	57,728 ",3103,TRANS OPERATOR,1," 	57,728 ",3103,TRANS OPERATOR,1," 	57,728 ",3103,TRANS OPERATOR,1," 	57,728 ",3103,TRANS OPERATOR,1," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	58,883 ",3103,TRANS OPERATOR,1," 	58,883 ",3103,TRANS OPERATOR,1," 	58,883 ",3103,TRANS OPERATOR,1," 	58,883 ",3103,TRANS OPERATOR, 	1.00 ," 	60,060 ",3103,TRANS OPERATOR-41, 	1.00 ," 	60,060 ",3103,TRANS OPERATOR-41, 	1.00 ," 	60,060 "
3821,TRANS OPERATOR, 	1.00 ,METRO TRAN," 	60,368 ",3428,TRANS OPERATOR, 	1.00 ," 	57,728 ",3428,TRANS OPERATOR,1.00," 	57,728 ",3428,TRANS OPERATOR,1.00," 	57,728 ",3428,TRANS OPERATOR,1," 	57,728 ",3428,TRANS OPERATOR,1," 	57,728 ",3428,TRANS OPERATOR,1," 	57,728 ",3428,TRANS OPERATOR,1," 	57,728 ",3428,TRANS OPERATOR,1," 	58,817 ",3428,TRANS OPERATOR,1," 	58,817 ",3428,TRANS OPERATOR,1," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	59,994 ",3428,TRANS OPERATOR,1," 	59,994 ",3428,TRANS OPERATOR,1," 	59,994 ",3428,TRANS OPERATOR,1," 	59,994 ",3428,TRANS OPERATOR, 	1.00 ," 	61,194 ",3428,TRANS OPERATOR-41, 	1.00 ," 	61,194 ",3428,TRANS OPERATOR-41, 	1.00 ," 	61,194 "
3823,PK RANGER, 	0.80 ,PARKS," 	44,593 ",2639,PK RANGER-16 PT, 	0.75 ," 	41,762 ",2639,PK RANGER-16 PT,0.75," 	41,762 ",2639,PK RANGER-16 PT,0.75," 	41,762 ",2639,PK RANGER-16 PT,0.75," 	41,762 ",2639,PK RANGER-16 PT,0.75," 	42,597 ",2639,PK RANGER-16 PT,0.75," 	42,597 ",2639,PK RANGER-16 PT,0.75," 	42,597 ",2639,PK RANGER-16 PT,0.75," 	42,597 ",2639,PK RANGER-16 PT,0.75," 	42,597 ",2639,PK RANGER-16 PT,0.75," 	43,023 ",2639,PK RANGER-16 PT, 	0.75 ," 	43,023 ",2639,PK RANGER-16 PT, 	0.75 ," 	43,023 ",2639,PK RANGER-16 PT, 	0.75 ," 	43,023 ",2639,PK RANGER-16 PT, 	0.75 ," 	43,023 ",2639,PK RANGER-16 PT, 	0.75 ," 	43,023 ",2639,PK RANGER-16 PT, 	0.75 ," 	43,023 ",VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT
3826,PKS MAINT WKR, 	1.00 ,PARKS," 	56,275 ",3280,PKS MAINT WKR, 	1.00 ," 	52,704 ",3280,PKS MAINT WKR,1.00," 	52,704 ",3280,PKS MAINT WKR,1.00," 	52,704 ",3280,PKS MAINT WKR,1," 	52,704 ",3280,PKS MAINT WKR,1," 	53,758 ",3280,PKS MAINT WKR,1," 	53,758 ",3280,PKS MAINT WKR,1," 	53,758 ",3280,PKS MAINT WKR,1," 	53,758 ",3280,PKS MAINT WKR,1," 	53,758 ",3280,PKS MAINT WKR,1," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	54,295 ",3280,PKS MAINT WKR,1," 	54,295 ",3280,PKS MAINT WKR,1," 	54,295 ",3280,PKS MAINT WKR,1," 	54,295 ",3280,PKS MAINT WKR, 	1.00 ," 	56,060 ",3280,PKS MAINT WKR-16, 	1.00 ," 	56,060 ",3280,PKS MAINT WKR-16, 	1.00 ," 	56,060 "
3827,PKS MAINT WKR, 	1.00 ,PARKS," 	59,507 ",2985,PKS MAINT WKR, 	1.00 ," 	55,262 ",2985,PKS MAINT WKR,1.00," 	55,262 ",2985,PKS MAINT WKR,1.00," 	55,262 ",2985,PKS MAINT WKR,1," 	55,262 ",2985,PKS MAINT WKR,1," 	56,367 ",2985,PKS MAINT WKR,1," 	56,367 ",2985,PKS MAINT WKR,1," 	56,367 ",2985,PKS MAINT WKR,1," 	56,367 ",2985,PKS MAINT WKR,1," 	56,367 ",2985,PKS MAINT WKR,1," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	56,931 ",2985,PKS MAINT WKR,1," 	56,931 ",2985,PKS MAINT WKR,1," 	56,931 ",2985,PKS MAINT WKR,1," 	56,931 ",2985,PKS MAINT WKR, 	1.00 ," 	58,781 ",2985,PKS MAINT WKR-16, 	1.00 ," 	58,781 ",2985,PKS MAINT WKR-16, 	1.00 ," 	59,325 "
3829,CUSTODIAL WKR 2, 	1.00 ,ENGINEERIN," 	56,692 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	52,325 ",2596,CUSTODIAL WKR 2,1.00," 	52,325 ",2596,CUSTODIAL WKR 2,1.00," 	52,325 ",2596,CUSTODIAL WKR 2,1," 	52,809 ",2596,CUSTODIAL WKR 2,1," 	53,866 ",2596,CUSTODIAL WKR 2,1," 	53,866 ",2596,CUSTODIAL WKR 2,1," 	53,866 ",2596,CUSTODIAL WKR 2,1," 	53,866 ",2596,CUSTODIAL WKR 2,1," 	53,866 ",2596,CUSTODIAL WKR 2,1," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	54,404 ",2596,CUSTODIAL WKR 2,1," 	54,404 ",2596,CUSTODIAL WKR 2,1," 	54,404 ",2596,CUSTODIAL WKR 2,1," 	54,404 ",2596,CUSTODIAL WKR 2, 	1.00 ," 	56,172 ",2596,CUSTODIAL WKR 2-16, 	1.00 ," 	56,172 ",2596,CUSTODIAL WKR 2-16, 	1.00 ," 	56,172 "
3830,CUSTODIAL WKR 2, 	1.00 ,ENGINEERIN," 	40,898 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	41,929 ",2032,CUSTODIAL WKR 1-16,1.00," 	41,929 ",2032,CUSTODIAL WKR 1-16,1.00," 	41,929 ",2032,CUSTODIAL WKR 1-16,1," 	43,187 ",2032,CUSTODIAL WKR 1-16,1," 	44,050 ",2032,CUSTODIAL WKR 1-16,1," 	44,050 ",2032,CUSTODIAL WKR 1-16,1," 	44,050 ",2032,CUSTODIAL WKR 1-16,1," 	44,050 ",2032,CUSTODIAL WKR 1-16,1," 	44,050 ",2032,CUSTODIAL WKR 1-16,1," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	44,491 ",2032,CUSTODIAL WKR 1-16,1," 	44,491 ",2032,CUSTODIAL WKR 1-16,1," 	44,491 ",2032,CUSTODIAL WKR 1-16,1," 	44,491 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	45,937 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	45,937 ",2032,CUSTODIAL WKR 1-16, 	1.00 ," 	45,937 "
3831,TRANS CUST SERVS REP, 	0.50 ,METRO TRAN," 	24,561 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	23,308 ",1691,TRANS CUST SERVS REP,0.50," 	23,308 ",1691,TRANS CUST SERVS REP,0.50," 	23,308 ",1691,TRANS CUST SERVS REP,0.5," 	23,308 ",1691,TRANS CUST SERVS REP,0.5," 	23,308 ",1691,TRANS CUST SERVS REP,0.5," 	23,308 ",1691,TRANS CUST SERVS REP,0.5," 	23,308 ",1691,TRANS CUST SERVS REP,0.5," 	23,308 ",1691,TRANS CUST SERVS REP,0.5," 	23,987 ",1691,TRANS CUST SERVS REP,0.5," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,467 ",1691,TRANS CUST SERVS REP,0.5," 	24,467 ",1691,TRANS CUST SERVS REP,0.5," 	24,467 ",1691,TRANS CUST SERVS REP,0.5," 	24,467 ",1691,TRANS CUST SERVS REP, 	0.50 ," 	24,956 ",1691,TRANS CUST SERVS REPR-42 PT, 	0.50 ," 	24,956 ",1691,TRANS CUST SERVS REPR-42 PT, 	0.50 ," 	24,956 "
3832,FORENSIC VID ANALYST, 	1.00 ,POLICE," 	62,884 ",1409,FOR LAB TECH, 	1.00 ," 	58,350 ",1409,FOR LAB TECH,1.00," 	58,350 ",1409,FOR LAB TECH,1.00," 	58,350 ",1409,FOR LAB TECH,1," 	58,350 ",1409,FOR LAB TECH,1," 	59,517 ",1409,FOR LAB TECH,1," 	59,517 ",1409,FOR LAB TECH,1," 	59,517 ",1409,FOR LAB TECH,1," 	59,517 ",1409,FOR LAB TECH,1," 	59,517 ",1409,FOR LAB TECH,1," 	60,113 ",1409,FORENSIC LAB TECH-16, 	1.00 ," 	60,669 ",1409,FORENSIC LAB TECH-16, 	1.00 ," 	60,669 ",1409,FORENSIC VID ANALYST, 	1.00 ," 	70,190 ",1409,FORENSIC VID ANALYST, 	1.00 ," 	70,190 ",1409,FORENSIC VID ANALYST, 	1.00 ," 	70,190 ",1409,FORENSIC VID ANALYST, 	1.00 ," 	70,190 ",1409,FORENSIC VID ANALYST, 	1.00 ," 	70,190 ",1409,FORENSIC VID ANALYST, 	1.00 ," 	70,190 ",1409,FORENSIC VID ANALYST,1," 	70,190 ",1409,FORENSIC VID ANALYST,1," 	73,239 ",1409,FORENSIC VID ANALYST,1," 	73,239 ",1409,FORENSIC VID ANALYST, 	1.00 ," 	75,620 ",1409,FORENSIC VIDEO ANALYST-18, 	1.00 ," 	75,620 ",1409,FORENSIC VIDEO ANALYST-18, 	1.00 ," 	75,620 "
3837,MAINT MECH 2, 	1.00 ,ENGINEERIN," 	71,090 ",3964,MAINT MECH 2, 	1.00 ," 	65,766 ",3964,MAINT MECH 2,1.00," 	65,766 ",3964,MAINT MECH 2,1.00," 	65,766 ",3964,MAINT MECH 2,1," 	65,766 ",3964,MAINT MECH 2,1," 	67,081 ",3964,MAINT MECH 2,1," 	67,081 ",3964,MAINT MECH 2,1," 	67,702 ",3964,MAINT MECH 2,1," 	67,702 ",3964,MAINT MECH 2,1," 	67,702 ",3964,MAINT MECH 2,1," 	68,379 ",3964,MAINT MECH 2, 	1.00 ," 	68,379 ",3964,MAINT MECH 2, 	1.00 ," 	68,379 ",3964,MAINT MECH 2, 	1.00 ," 	68,379 ",3964,MAINT MECH 2, 	1.00 ," 	68,379 ",3964,MAINT MECH 2, 	1.00 ," 	68,379 ",3964,MAINT MECH 2, 	1.00 ," 	68,379 ",3964,MAINT MECH 2, 	1.00 ," 	68,379 ",3964,MAINT MECH 2, 	1.00 ," 	68,379 ",3964,MAINT MECH 2,1," 	68,379 ",3964,MAINT MECH 2,1," 	68,379 ",VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT
3839,IT SPEC 2, 	1.00 ,INFO TECH," 	66,287 ",9350,IT SPEC 1-18, 	1.00 ," 	55,394 ",9350,IT SPEC 1-18,1.00," 	57,534 ",9350,IT SPEC 1-18,1.00," 	57,534 ",9350,IT SPEC 1-18,1," 	57,534 ",9350,IT SPEC 1-18,1," 	58,685 ",9350,IT SPEC 1-18,1," 	58,685 ",9350,IT SPEC 1-18,1," 	58,685 ",9350,IT SPEC 1-18,1," 	58,685 ",9350,IT SPEC 1-18,1," 	58,685 ",9350,IT SPEC 1-18,1," 	59,271 ",9350,IT SPEC 1-18, 	1.00 ," 	59,271 ",9350,IT SPEC 1-18, 	1.00 ," 	59,271 ",9350,IT SPEC 1-18, 	1.00 ," 	61,900 ",9350,IT SPEC 1-18, 	1.00 ," 	61,900 ",9350,IT SPEC 1-18, 	1.00 ," 	61,900 ",9350,IT SPEC 1-18, 	1.00 ," 	61,900 ",9350,IT SPEC 2, 	1.00 ," 	67,192 ",9350,IT SPEC 2, 	1.00 ," 	67,192 ",9350,IT SPEC 2,1," 	67,192 ",9350,IT SPEC 2,1," 	67,192 ",9350,IT SPEC 2,1," 	67,192 ",9350,IT SPEC 2, 	1.00 ," 	69,376 ",9350,IT SPEC 2-18, 	1.00 ," 	69,376 ",9350,IT SPEC 2-18, 	1.00 ," 	72,495 "
3842,ENGINEER 4, 	1.00 ,ENGINEERIN," 	91,101 ",7661,ENGINEER 3-18, 	1.00 ," 	68,154 ",7661,ENGINEER 3-18,1.00," 	68,154 ",7661,ENGINEER 3-18,1.00," 	71,300 ",7661,ENGINEER 3-18,1," 	71,300 ",7661,ENGINEER 3-18,1," 	72,726 ",7661,ENGINEER 3-18,1," 	72,726 ",7661,ENGINEER 3-18,1," 	72,726 ",7661,ENGINEER 3-18,1," 	72,726 ",7661,ENGINEER 3-18,1," 	72,726 ",7661,ENGINEER 3-18,1," 	73,454 ",7661,ENGINEER 3-18, 	1.00 ," 	73,454 ",7661,ENGINEER 4, 	1.00 ," 	80,753 ",7661,ENGINEER 4, 	1.00 ," 	80,753 ",7661,ENGINEER 4, 	1.00 ," 	80,753 ",7661,ENGINEER 4, 	1.00 ," 	80,753 ",7661,ENGINEER 4, 	1.00 ," 	80,753 ",7661,ENGINEER 4, 	1.00 ," 	80,753 ",7661,ENGINEER 4, 	1.00 ," 	84,609 ",7661,ENGINEER 4,1," 	84,609 ",7661,ENGINEER 4,1," 	84,609 ",7661,ENGINEER 4,1," 	84,609 ",7661,ENGINEER 4, 	1.00 ," 	87,359 ",7661,ENGINEER 4-18, 	1.00 ," 	87,359 ",7661,ENGINEER 4-18, 	1.00 ," 	87,359 "
3843,ENGR PROG SPEC 1, 	1.00 ,TRAF ENG," 	71,483 ",5101,CIVIL TECH 2-16, 	1.00 ," 	57,023 ",5101,CIVIL TECH 2-16,1.00," 	57,023 ",5101,CIVIL TECH 2-16,1.00," 	57,023 ",5101,CIVIL TECH 2-16,1," 	57,023 ",5101,CIVIL TECH 2-16,1," 	58,164 ",5101,CIVIL TECH 2-16,1," 	58,164 ",5101,ENGR PROG SPEC 1,1," 	58,164 ",5101,ENGR PROG SPEC 1,1," 	62,112 ",5101,ENGR PROG SPEC 1,1," 	62,112 ",5101,ENGR PROG SPEC 1,1," 	62,733 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	62,733 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	62,733 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	62,733 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	62,733 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	66,987 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	66,987 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	66,987 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	66,987 ",5101,ENGR PROG SPEC 1,1," 	66,987 ",5101,ENGR PROG SPEC 1,1," 	66,987 ",5101,ENGR PROG SPEC 1,1," 	66,987 ",5101,ENGR PROG SPEC 1, 	1.00 ," 	69,164 ",5101,ENGR PROG SPEC 1-16, 	1.00 ," 	69,164 ",5101,ENGR PROG SPEC 1-16, 	1.00 ," 	69,164 "
3844,TRAFF ENGR 2, 	1.00 ,TRAF ENG," 	66,478 ",5800,ENGINEER 1-18, 	1.00 ," 	55,394 ",5800,ENGINEER 1-18,1.00," 	55,394 ",5800,ENGINEER 1-18,1.00," 	55,394 ",5800,ENGINEER 1-18,1," 	55,394 ",5800,ENGINEER 1-18,1," 	58,685 ",5800,ENGINEER 1-18,1," 	58,685 ",5800,ENGINEER 1-18,1," 	58,685 ",5800,ENGINEER 1-18,1," 	58,685 ",5800,ENGINEER 1-18,1," 	58,685 ",5800,ENGINEER 1-18,1," 	59,271 ",5800,ENGINEER 1-18, 	1.00 ," 	59,271 ",5800,ENGINEER 1-18, 	1.00 ," 	59,271 ",5800,ENGINEER 1-18, 	1.00 ," 	59,271 ",5800,ENGINEER 1-18, 	1.00 ," 	59,271 ",5800,ENGINEER 1-18, 	1.00 ," 	59,271 ",5800,ENGINEER 1-18, 	1.00 ," 	59,271 ",5800,ENGINEER 1-18, 	1.00 ," 	61,900 ",5800,ENGINEER 1-18, 	1.00 ," 	61,900 ",5800,ENGINEER 1-18,1," 	61,900 ",5800,ENGINEER 1-18,1," 	61,900 ",5800,ENGINEER 1-18,1," 	61,900 ",5800,ENGINEER 1-18, 	1.00 ," 	63,911 ",5800,ENGINEER 1-18, 	1.00 ," 	63,911 ",5800,ENGINEER 1-18, 	1.00 ," 	63,911 "
3845,TRAFF SIG ELECTR 1, 	1.00 ,TRAF ENG," 	59,420 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	52,531 ",5986,TRAFF SIG MAINT WKR-16,1.00," 	52,531 ",5986,TRAFF SIG MAINT WKR-16,1.00," 	52,531 ",5986,TRAFF SIG MAINT WKR-16,1," 	52,531 ",5986,TRAFF SIG MAINT WKR-16,1," 	53,582 ",5986,TRAFF SIG MAINT WKR-16,1," 	53,582 ",5986,TRAFF SIG MAINT WKR-16,1," 	53,582 ",5986,TRAFF SIG MAINT WKR-16,1," 	53,582 ",5986,TRAFF SIG MAINT WKR-16,1," 	53,582 ",5986,TRAFF SIG MAINT WKR-16,1," 	54,117 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	54,117 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	55,660 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	55,660 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	55,660 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	55,660 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	55,660 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	55,660 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	57,329 ",5986,TRAFF SIG MAINT WKR-16,1," 	57,329 ",5986,TRAFF SIG MAINT WKR-16,1," 	57,329 ",5986,TRAFF SIG MAINT WKR-16,1," 	57,329 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	59,193 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	59,193 ",5986,TRAFF SIG MAINT WKR-16, 	1.00 ," 	59,193 "
3846,PKG SERVICE WKR, 	1.00 ,PARKING," 	59,033 ",1023,PKG SERVICE WKR, 	1.00 ," 	54,788 ",1023,PKG SERVICE WKR,1.00," 	54,788 ",1023,PKG SERVICE WKR,1.00," 	54,788 ",1023,PKG SERVICE WKR,1," 	54,788 ",1023,PKG SERVICE WKR,1," 	55,884 ",1023,PKG SERVICE WKR,1," 	55,884 ",1023,PKG SERVICE WKR,1," 	55,884 ",1023,PKG SERVICE WKR,1," 	55,884 ",1023,PKG SERVICE WKR,1," 	55,884 ",1023,PKG SERVICE WKR,1," 	56,443 ",1023,PKG SERVICE WKR, 	1.00 ," 	56,443 ",1023,PKG SERVICE WKR, 	1.00 ," 	56,443 ",1023,PKG SERVICE WKR, 	1.00 ," 	56,443 ",1023,PKG SERVICE WKR, 	1.00 ," 	56,443 ",1023,PKG SERVICE WKR, 	1.00 ," 	56,956 ",1023,PKG SERVICE WKR, 	1.00 ," 	56,956 ",1023,PKG SERVICE WKR, 	1.00 ," 	56,956 ",1023,PKG SERVICE WKR, 	1.00 ," 	56,956 ",1023,PKG SERVICE WKR,1," 	56,956 ",1023,PKG SERVICE WKR,1," 	56,956 ",1023,PKG SERVICE WKR,1," 	56,956 ",1023,PKG SERVICE WKR, 	1.00 ," 	58,807 ",1023,PKG SERVICE WKR-16, 	1.00 ," 	58,807 ",1023,PKG SERVICE WKR-16, 	1.00 ," 	58,807 "
3847,DETECTIVE 1, 	1.00 ,POLICE," 	85,116 ",1820,DETECTIVE 1, 	1.00 ," 	79,714 ",1820,DETECTIVE 1,1.00," 	79,714 ",1820,DETECTIVE 1,1.00," 	79,714 ",1820,DETECTIVE 1,1," 	79,714 ",1820,DETECTIVE 1,1," 	81,309 ",1820,DETECTIVE 1,1," 	81,309 ",1820,DETECTIVE 1,1," 	81,309 ",1820,DETECTIVE 1,1," 	81,309 ",1820,DETECTIVE 1,1," 	81,309 ",1820,DETECTIVE 1,1," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1,1," 	82,121 ",1820,DETECTIVE 1,1," 	82,121 ",1820,DETECTIVE 1,1," 	82,121 ",1820,DETECTIVE 1, 	1.00 ," 	82,121 ",1820,DETECTIVE 1-11, 	1.00 ," 	82,121 ",1820,DETECTIVE 1-11, 	1.00 ," 	83,764 "
