Incident,Date,Incident Type,Address,Time
"Sprinkler Minimizes Fire Damage on Jupiter Drive","09/02/2015","Cooking","600 Block Jupiter Dr, Madison, WI","2015-09-02T15:33:00-05:00"
"Driver Extinguishes Vehicle Fire on Beltline","08/31/2015","Vehicle","USH 12 Westbound at S. Park Street, Madison, WI","2015-08-31T13:13:00-05:00"
"Dirty Lint Trap Leads to Damaged Clothing Downtown","08/28/2015","Appliance","10 Block E. Gorham St, Madison, WI","2015-08-28T20:35:00-05:00"
"Minor Damage Caused By Smoldering Sawdust on East Side","08/28/2015","Structure","2300 Block Daniels Street, Madison, WI","2015-08-28T04:08:00-05:00"
"Two Canoeists Saved By MFD Lake Rescue Team","08/23/2015","Lake Rescue","3400 Block Atwood Ave, Olbrich Public Launch on Lake Monona, Madison, WI","2015-08-23T14:57:00-05:00"
"Concerned Neighbor Calls MFD for Sounding Smoke Alarm","08/23/2015","Cooking","1000 Block Middleton St, Madison, WI","2015-08-23T13:15:00-05:00"
"Discarded Cigarettes Burn Through Wooden Deck on East Side","08/22/2015","Structure","900 Block Rockefeller Ln, Madison, WI","2015-08-22T17:04:00-05:00"
"Junked Vehicles Catch Fire at Recycling Center","08/22/2015","Vehicle","4400 Block Sycamore Ave, Madison, WI","2015-08-22T10:04:00-05:00"
"Paramedics Encounter Grass Fire on North Side","08/22/2015","Outdoor","Melrose St. / N. Sherman Ave, Madison, WI","2015-08-22T02:32:00-05:00"
"Madison Firefighters Extinguish Fire at Old #6 on South Park Street","08/22/2015","Structure","900 Block of S. Park St, Madison, WI","2015-08-22T00:11:00-05:00"
"Engine 4 Douses Vehicle Fire on Monroe Street","08/20/2015","Vehicle","3100 Block Monroe St, Madison, WI","2015-08-20T13:03:00-05:00"
"Firefighters Find 'Peas Reduced to Charcoal' inside Willy St. Apartment","08/18/2015","Cooking","900 Block of Williamson St, Madison, WI","2015-08-18T20:42:00-05:00"
"Residents Displaced Following Severe Flooding on Fordem Ave.","08/14/2015","Special Rescue","1600 Block Fordem Ave, Madison, WI","2015-08-14T04:42:00-05:00"
"Unattended Kitchen Fire Displaces Two on North Side","08/13/2015","Cooking","600 Block Vera Court, Madison, WI","2015-08-13T23:04:00-05:00"
"Driver Hears 'Boom' Just Before Flames Appear While Driving on Interstate","08/13/2015","Vehicle","W I90 Highway, Madison, WI","2015-08-13T12:49:00-05:00"
"One Taken to Hospital Following Crash on East Beltline Highway","08/12/2015","Vehicle","U.S. Highway 12 at Todd Drive, Madison, WI","2015-08-12T17:14:00-05:00"
"Firefighters Respond to Multiple Trash Fires in Downtown Neighborhood","08/09/2015","Outdoor","W. Washington Ave./Broom St, Madison, WI","2015-08-09T04:15:00-05:00"
"No Injuries Reported After Car Strikes Building, Catches Fire","08/08/2015","Vehicle","3200 Block E. Washington Ave, Madison, WI","2015-08-08T19:15:00-05:00"
"Family Safely Evacuates After Smoke Alarm Alerts Of Fire","08/06/2015","Structure","600 Block San Juan Trl, Madison, WI","2015-08-06T04:50:00-05:00"
"Firefighters Prevent Active Cooking Fire Thanks to Key Vault","08/05/2015","Cooking","7100 Block Flower Ln, Madison, WI","2015-08-05T20:11:00-05:00"
"Madison and Sun Prairie Fire Departments Team Up Against Grass Fires Along the Interstate","08/03/2015","Outdoor","I90 Westbound, Sun Prairie, WI","2015-08-03T15:53:00-05:00"
"Nobody Injured After One Falls Asleep With Cigarette","08/03/2015","Smoking","Bel Aire Drive, Blooming Grove, WI","2015-08-03T12:33:00-05:00"
"Large Industrial Metal Shredder Catches Fire On City's East Side","08/03/2015","Structure","4400 Block Sycamore Ave, Madison, WI","2015-08-03T10:38:00-05:00"
"Nobody Home When Firefighters Respond to Cooking Fire","07/29/2015","Cooking","Braxton Place, Madison, WI","2015-07-29T07:26:00-05:00"
"Odor Investigation Leads Firefighters To East Side Fire Pit","07/28/2015","Outdoor","1200 Block Jenifer Street, Madison, WI","2015-07-28T14:57:00-05:00"
"Cause of East Side Motorcycle Fire Still Unknown","07/25/2015","Vehicle","3200 Block Ridgeway Ave, Madison, WI","2015-07-25T14:44:00-05:00"
"Plastic Found Amid Clothes in Reported Dryer Fire","07/24/2015","Appliance","Talmadge Street, Madison, WI","2015-07-24T15:43:00-05:00"
"Firefighters Knock Down West Side Structure Fire","07/24/2015","Structure","4200 Block Beverly Rd, Madison, WI","2015-07-24T15:06:00-05:00"
"Hay Bale and Equipment Catch Fire on Southeast Side","07/24/2015","Vehicle","3800 Block Kipp St, Madison, WI","2015-07-24T13:47:00-05:00"
"HazMat Team Called To Chemical Spill in De Forest","07/24/2015","Hazmat","800 Block Burton Blvd, De Forest, WI","2015-07-24T01:32:00-05:00"
"Westside Neighborhood Shaken By Explosion; Cause Under Investigation","07/22/2015","Outdoor","8100 Block Starr Grass Dr, Madison, WI","2015-07-22T15:27:00-05:00"
"Engine 3 Reminds Residents Not To Grill On Balconies","07/19/2015","Unauthorized Burning","1600 Block Fordem Ave, Madison, WI","2015-07-19T20:39:00-05:00"
"Discarded Charcoals Ignite Garbage Can Fire on North Side","07/19/2015","Outdoor","Vera Ct. at School Rd, Madison, WI","2015-07-19T16:04:00-05:00"
"East Side Resident Smells Smoke, Calls For Help Right Away","07/17/2015","Structure","Dixon Street, Madison, WI","2015-07-17T20:24:00-05:00"
"Damaged Vehicle Starts On Fire While On Tow Truck","07/17/2015","Vehicle","1600 Block Beld St, Madison, WI","2015-07-17T05:02:00-05:00"
"HazMat Team Clears Home Of Indoor Irritant","07/16/2015","Hazmat","6300 Block Landfall Dr, Madison, WI","2015-07-16T13:48:00-05:00"
"Neighbor Alerts West Side Resident To Garage Fire","07/15/2015","Structure","Ponwood Circle, Madison, WI","2015-07-15T16:19:00-05:00"
"Overcooked Ribs Send Engine 4 To Near West Side","07/15/2015","Cooking","Spooner Street, Madison, WI","2015-07-15T15:23:00-05:00"
"Firefighters Respond to West Side Vehicle Fire","07/15/2015","Vehicle","6800 Block Schroeder Rd, Madison, WI","2015-07-15T10:41:00-05:00"
"Exploding Oven Door Strikes, Knocks Down Northside Resident","07/12/2015","Cooking","1100 Block N. Sherman Ave, Madison, WI","2015-07-12T20:04:00-05:00"
"Unknown Cause In Small Fire at Community Garden","07/12/2015","Outdoor","700 Block W. Main St, Madison, WI","2015-07-12T18:37:00-05:00"
"Broilers Mistaken For Oven Drawers Cause Two Downtown Fires","07/12/2015","Cooking","300 Block W. Johnson St, Madison, WI","2015-07-12T10:40:00-05:00"
"MFD Responds To Multiple Dumpster Fires At Eastside Construction Site","07/09/2015","Outdoor","1200 Block East Washington Ave, Madison, WI","2015-07-09T15:33:00-05:00"
"Unattended Cooking Fire Displaces One On West Side","07/06/2015","Cooking","6800 Block Park Ridge Dr, Madison, WI","2015-07-06T14:44:00-05:00"
"Food Cart Catches Fire While In Transit on North Side","07/06/2015","Cooking","Burke Ave. at Christianson Ave, Madison, WI","2015-07-06T14:20:00-05:00"
"Fireworks Found Near Burning Dumpster","07/04/2015","Outdoor","100 Block Wittwer Rd, Madison, WI","2015-07-04T22:31:00-05:00"
"Firefighters Respond to Northside Trailer Fire","06/28/2015","Vehicle","700 Block Ruskin St, Madison, WI","2015-06-28T18:10:00-05:00"
"Live Stovetop Burner Ignites Fire In West Side Apartment","06/28/2015","Structure","9400 Block Silicon Prairie Parkway, Madison, WI","2015-06-28T15:18:00-05:00"
"East Side Fire Pit Lacked Proper Protection","06/27/2015","Outdoor","500 Block N. Sixth St, Madison, WI","2015-06-27T22:50:00-05:00"
"Firefighters Respond to Smoldering Stovetop on West Side","06/25/2015","Cooking","6700 Block Jacobs Way, Madison, WI","2015-06-25T22:16:00-05:00"
"Careless Ash Disposal Causes Vehicle Fire On East Side","06/24/2015","Vehicle","4600 Block East Washington Ave, Madison, WI","2015-06-24T15:12:00-05:00"
"Traffic Crash Leads to Chemical Spill on Sherman Ave.","06/24/2015","Hazmat","Sherman Ave. at Northport Dr, Madison, WI","2015-06-24T12:54:00-05:00"
"Cooking Fire Leads To Minor Injuries on Southwest Side","06/23/2015","Cooking","Maple Valley Drive, Madison, WI","2015-06-23T20:22:00-05:00"
"Unauthorized Burning On East Side","06/23/2015","Outdoor","Hoard Street, Madison, WI","2015-06-23T16:06:00-05:00"
"Firefighters Find Burnt Plastic Inside Microwave","06/23/2015","Cooking","900 Block High Point Rd, Madison, WI","2015-06-23T15:56:00-05:00"
"Basement Fire on Schroeder Rd","06/22/2015","Structure","6700 Block Schroeder Rd, Madison, WI","2015-06-22T20:44:00-05:00"
"Cause Of Fish Hatchery Trash Can Fire Undetermined","06/22/2015","Outdoor","1900 Block Fish Hatchery Rd, Madison, WI","2015-06-22T16:14:00-05:00"
"Ladder 7 Responds to West Side Grease Fire","06/21/2015","Cooking","Laramie Ct, Madison, WI","2015-06-21T13:45:00-05:00"
"Smoldering Building Material Doused On East Side","06/19/2015","Structure","3800 Block E. Washington Ave, Madison, WI","2015-06-19T13:32:00-05:00"
"Trash Can Extinguished On Capitol Square","06/18/2015","Outdoor","Madison, WI","2015-06-18T10:45:00-05:00"
"Damaged Power Line Leads To Smoldering Tree On Near West Side","06/12/2015","Outdoor","Craig Ave, Madison, WI","2015-06-12T00:31:00-05:00"
"Firefighters Respond To Westside Microwave Fire","06/10/2015","Cooking","9200 Block Weatherstone Rd, Madison, WI","2015-06-10T18:38:00-05:00"
"YWCA Evacuated For 5th Floor Fire","06/10/2015","Structure","100 Block E. Mifflin, Madison, WI","2015-06-10T13:18:00-05:00"
"Toaster Stored Inside Oven Causes Small Fire","06/07/2015","Structure","2600 Block S. Stoughton Rd, Madison, WI","2015-06-07T17:31:00-05:00"
"Groceries Catch On Fire In Eastside Apartment","06/06/2015","Structure","2600 Block Camden Rd, Madison, WI","2015-06-06T22:15:00-05:00"
"Divers Search for Missing Swimmer","06/06/2015","Lake Rescue","800 Block Langdon St, Madison, WI","2015-06-06T17:58:00-05:00"
"Neighbor Helps Extinguish Small Deck Fire","06/06/2015","Outdoor","1000 Block Emerald Street, Madison, WI","2015-06-06T12:32:00-05:00"
"Firefighters Called To Unattended Fire Pit","06/06/2015","Outdoor","3800 Block Sunbrook Rd, Madison, WI","2015-06-06T01:08:00-05:00"
"Smoke Leads Firefighters To Unattended Stovetop","06/05/2015","Cooking","100 Block N. Bassett St, Madison, WI","2015-06-05T01:57:00-05:00"
"Cause Unknown In West-Side Vehicle Fire","06/04/2015","Vehicle","6200 Block Mineral Point Rd, Madison, WI","2015-06-04T22:27:00-05:00"
"Construction Site Dumpster Fire Contained With Extinguishers, Water","06/04/2015","Outdoor","2900 Block Haight Rd, Madison, WI","2015-06-04T11:09:00-05:00"
"Cigarette Butts Likely The Cause Of Northside Fire","06/03/2015","Structure","1800 Block Fordem Ave, Madison, WI","2015-06-03T13:20:00-05:00"
"Firefighters Respond To Downtown Oven Fire","06/03/2015","Cooking","600 Block W. Wilson St, Madison, WI","2015-06-03T12:02:00-05:00"
"Discarded Charcoal Found Burning In West-Side Dumpster","05/31/2015","Outdoor","3100 Block Muir Field Rd, Madison, WI","2015-05-31T20:59:00-05:00"
"Explosion In Garbage Truck Leads To Small Fire On North Side","05/29/2015","Outdoor","Heath Ave. & Loftsgordon Ave, Madison, WI","2015-05-29T10:17:00-05:00"
"Bird's Nest Catches Fire On West Side","05/27/2015","Outdoor","Madison, WI","2015-05-27T20:36:00-05:00"
"Vehicle Fire Extinguished On West Side","05/27/2015","Vehicle","Tokay Blvd. at Segoe Rd, Madison, WI","2015-05-27T08:49:00-05:00"
"Landscaping Light Damages Siding - Near East Side","05/26/2015","Structure","900 Block Spaight Street, Madison, WI","2015-05-26T21:17:00-05:00"
"Automatic Sprinkler System Extinguishes Fire","05/26/2015","Structure","200 Block of East Hill Parkway, Madison, WI","2015-05-26T09:37:00-05:00"
"Near-Westside Dumpster Fire/Discarded Charcoal","05/26/2015","Cooking","4800 Block Sheboygan Av, Madison, WI","2015-05-26T02:41:00-05:00"
"Unauthorized Burning - Eastside","05/25/2015","Outdoor","2800 Block Moland St, Madison, WI","2015-05-25T19:06:00-05:00"
"Dumpster Fire/Discarded Coals - Eastside","05/25/2015","Cooking","4600 Block W Hayes Rd, Madison, WI","2015-05-25T17:41:00-05:00"
"Reported Westside Explosion - No Fire","05/25/2015","Outdoor","5900 Block Hempstead Rd, Madison, WI","2015-05-25T12:31:00-05:00"
"Northside Vehicle Fire","05/24/2015","Vehicle","500 Block Waxwing Ln, Madison, WI","2015-05-24T17:40:00-05:00"
"Outdoor Burning - Southside","05/24/2015","Outdoor","600 Block Emerson St, Madison, WI","2015-05-24T10:36:00-05:00"
"Southside Grass Fire","05/23/2015","Outdoor","2400 Block S Park St, Madison, WI","2015-05-23T15:53:00-05:00"
"Outside Fire - Westside","05/23/2015","Structure","9300 Block Briar Haven Dr, Madison, WI","2015-05-23T15:26:00-05:00"
"Cooking Fire - Eagle Heights","05/23/2015","Cooking","600 Block Eagle Heights Dr, Madison, WI","2015-05-23T12:16:00-05:00"
"Trash Fire at Tenney Park","05/22/2015","Outdoor","1500 Block N Sherman Av, Madison, WI","2015-05-22T21:33:00-05:00"
"Westside Grass Fire","05/22/2015","Outdoor","Madison, WI","2015-05-22T18:58:00-05:00"
"Cooking Fire With Injury","05/22/2015","Cooking","600 Block N Oak St, Madison, WI","2015-05-22T12:16:00-05:00"
"3-Car Crash at Packers Ave","05/22/2015","Vehicle","Packers Ave. and N. 6th St, Madison, WI","2015-05-22T12:10:00-05:00"
"Engine Nest Causes Eastside Vehicle Fire","05/21/2015","Vehicle","4200 Block Bainbridge St, Madison, WI","2015-05-21T19:01:00-05:00"
"Commercial Compactor Fire","05/20/2015","Structure","1800 Block Monroe St, Madison, WI","2015-05-20T13:17:00-05:00"
"Oven Cooking Fire - Eastside","05/19/2015","Cooking","3800 Block Duncan Dr, Madison, WI","2015-05-19T17:32:00-05:00"
"Downtown Hotel Fire","05/18/2015","Structure","1000 Block Wisconsin Pl, Madison, WI","2015-05-18T20:17:00-05:00"
"Malfunctioning Furnace Causes Excessive Heat, Scorch Burns","05/18/2015","Structure","1000 Block Lumbermans Trl, Madison, WI","2015-05-18T18:58:00-05:00"
"Downtown Cooking Fire","05/16/2015","Cooking","200 Block W Lakelawn Pl, Madison, WI","2015-05-16T23:35:00-05:00"
"Westside Mulch Fire","05/16/2015","Outdoor","S High Point Rd/Watts Rd, Madison, WI","2015-05-16T21:45:00-05:00"
"Unauthorized Burning - Eastside","05/16/2015","Outdoor","3100 Block Gerald St, Madison, WI","2015-05-16T20:14:00-05:00"
"Campus Area Couch Fire","05/15/2015","Outdoor","900 Block Oakland Ave, Madison, WI","2015-05-15T08:05:00-05:00"
"Dumpster Fire in Parking Garage","05/14/2015","Structure","700 Block N Thompson Dr, Madison, WI","2015-05-14T20:56:00-05:00"
"One Dead in Single Car Crash","05/14/2015","Vehicle","Femrite Dr at I90-94, Madison, WI","2015-05-14T19:32:00-05:00"
"Grass Fire - Northeast Side","05/14/2015","Cooking","1100 Block Sherman Ave, Madison, WI","2015-05-14T00:26:00-05:00"
"Outdoor Fire - Eastside","05/13/2015","Outdoor","3900 Block Claire St, Madison, WI","2015-05-13T21:15:00-05:00"
"Firefighters Respond to Fire at Bagels Forever; Cause Released.","05/13/2015","Structure","2900 Block University Ave, Madison, WI","2015-05-13T14:42:00-05:00"
"Vehicle Fire at Madison College","05/13/2015","Vehicle","1700 Block Wright St, Madison, WI","2015-05-13T08:30:00-05:00"
"Westside Dryer Fire","05/09/2015","Appliance","Madison, WI","2015-05-09T18:26:00-05:00"
"Smoky Fire Clears Eastside Restaurant; No Injuries","05/09/2015","Structure","3500 Block E. Washington Ave, Madison, WI","2015-05-09T17:21:00-05:00"
"E Washington Median Fire","05/09/2015","Outdoor","Madison, WI","2015-05-09T15:15:00-05:00"
"Eastside Vehicle Fire","05/09/2015","Vehicle","2500 Block E Johnson St, Madison, WI","2015-05-09T02:43:00-05:00"
"Madison firefighters dispatched to car fire","05/09/2015","Vehicle","2500 Block E Johnson Street, Madison, WI","2015-05-09T02:43:00-05:00"
"Cooking Fire - Near West","05/08/2015","Cooking","S Midvale Blvd, Madison, WI","2015-05-08T18:46:00-05:00"
"CO Alarm Alerts Residents of Langdon Street House","05/08/2015","Cooking","200 Block Langdon St, Madison, WI","2015-05-08T14:25:00-05:00"
"Northside Vehicle Fire","05/08/2015","Vehicle","2500 Block Monterey Dr, Madison, WI","2015-05-08T13:56:00-05:00"
"Westside Training Burn","05/08/2015","Structure","3300 Block S Pleasant View Rd, Madison, WI","2015-05-08T13:53:00-05:00"
"Eastside Cooking Fire","05/04/2015","Cooking","200 Block N Thompson Dr, Madison, WI","2015-05-04T22:37:00-05:00"
"Westside Cooking Fire","05/03/2015","Cooking","2200 Block Carling Dr, Madison, WI","2015-05-03T16:49:00-05:00"
"Outdoor Fire - Wooded Area; 3rd Response","05/03/2015","Outdoor","3600 Block Ice Age Dr, Madison, WI","2015-05-03T15:12:00-05:00"
"Outside Fire - Wooded Area","05/02/2015","Outdoor","3600 Block Ice Age Trl, Madison, WI","2015-05-02T19:12:00-05:00"
"Dumpster Fire Near Campus","05/02/2015","Smoking","400 Block blk N Frances St, Madison, WI","2015-05-02T18:07:00-05:00"
"Downtown Limousine Fire","05/02/2015","Vehicle","Wisconsin Ave/E Johnson St, Madison, WI","2015-05-02T15:53:00-05:00"
"Westside Fire in Wooded Area","05/02/2015","Outdoor","3600 Block Ice Age Dr/Snowflake Ct, Madison, WI","2015-05-02T15:10:00-05:00"
"Dumpster Fire - Uw Campus Area","05/02/2015","Outdoor","Madison, WI","2015-05-02T13:37:00-05:00"
"Northside Cooking Fire","05/02/2015","Cooking","3700 Block blk W Karstens Dr, Madison, WI","2015-05-02T11:30:00-05:00"
"Westside Park Shelter Fire","05/02/2015","Outdoor","2600 Block blk Waltham Rd, Madison, WI","2015-05-02T08:58:00-05:00"
"Grill Fire with Injuries - Eastside","05/01/2015","Cooking","1600 Block blk Rowland Ave, Madison, WI","2015-05-01T20:57:00-05:00"
"Children Suspected of Starting Fire","05/01/2015","Outdoor","200 Block blk East Bluff, Madison, WI","2015-05-01T16:13:00-05:00"
"Construction Zone Fire","05/01/2015","Outdoor","US Highway 12 at Seminole Highway, Madison, WI","2015-05-01T15:50:00-05:00"
"Restaurant Kitchen Fire","04/30/2015","Cooking","100 Block E Main St, Madison, WI","2015-04-30T07:26:00-05:00"
"Vehicle Fire","04/30/2015","Vehicle","US Hwy 151-SB, Madison, WI","2015-04-30T01:00:00-05:00"
"Stained Rags; Odor Investigation","04/29/2015","Structure","3500 Block Manchester Rd, Madison, WI","2015-04-29T23:45:00-05:00"
"Northside Building Fire","04/28/2015","Structure","1500 Block Troy Dr, Madison, WI","2015-04-28T18:45:00-05:00"
"Unauthorized Burning on the Eastside","04/28/2015","Outdoor","700 Block Gannon Av, Madison, WI","2015-04-28T18:45:00-05:00"
"Northside Cooking Fire","04/28/2015","Cooking","3800 Block School Rd, Madison, WI","2015-04-28T14:45:00-05:00"
"Eastside Mulch Fire","04/28/2015","Outdoor","300 Block S Ingersoll St, Madison, WI","2015-04-28T14:30:00-05:00"
"Outdoor Fire at Westside Library","04/28/2015","Outdoor","4300 Block Tokay Blvd, Madison, WI","2015-04-28T12:45:00-05:00"
